OBJECTID,CNN,CNNTEXT,ST_NAME1,ST_TYPE1,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,point
5627,27423000,27423000,24TH,AVE,LINCOLN,WAY, , , , ,1418,0,0,0,3,402039,1438,0,0,POINT (-122.48261455584964 37.76520982607626)
658,20588000,20588000,ORDWAY,ST,SOMERSET,ST, , , , ,510,0,0,0,15,193561,1132,0,0,POINT (-122.40454859178992 37.719406333347706)
2060,23166000,23166000,CRESTLAKE,DR,SLOAT,BLVD,23RD,AVE, , ,918,0,0,0,7,309089,581,0,0,POINT (-122.47945964801463 37.734532536396095)
767,23016000,23016000,JUNIPERO SER,BLVD,HOLLOWAY,AVE, , , , ,1038,1,1,1,17,1767882,828,0,0,POINT (-122.47232235516364 37.72162376815447)
4146,27551000,27551000,ANZA,ST,27TH,AVE, , , , ,527,0,0,0,9,143161,1988,0,0,POINT (-122.48673752090119 37.77806874500832)
6602,26652000,26652000,BROMLEY,PL,WEBSTER,ST, , , , ,853,0,0,0,2,457999,3650,0,0,POINT (-122.43299959526111 37.79311940755828)
1715,22908000,22908000,SAINT FRANCI,BLVD,SAN BUENAVEN,WAY, , , , ,563,0,0,0,4,214918,627,0,0,POINT (-122.46535096082575 37.73498892537539)
3310,26238000,26238000,KNOLLVIEW,WAY,PANORAMA,DR, , , , ,2448,0,0,0,15,232984,603,0,0,POINT (-122.45111404581331 37.75255649099695)
6020,26704000,26704000,NORTH POINT,ST,POLK,ST, , , , ,2602,0,0,0,23,2127977,1112,1,0.94,POINT (-122.42365507537751 37.805286984911476)
3596,26964000,26964000,PIERCE,ST,CHESTNUT,ST, , , , ,360,0,0,0,11,1940260,2828,0,0,POINT (-122.43950417205441 37.800403430386304)
7738,24739000,24739000,PINE,ST,SAINT GEORGE,ALY, , , , ,35539,0,0,1,6,2980961,3411,0,0,POINT (-122.40452450315884 37.791652055829836)
1849,21240000,21240000,MURRAY,ST,JUSTIN,DR, , , , ,192,0,0,0,8,222707,1377,0,0,POINT (-122.4223783219357 37.733842795260735)
1057,23062000,23062000,BROADMOOR,DR,STONECREST,DR, , , , ,748,1,0,0,5,487102,585,0,0,POINT (-122.47329545137109 37.72541237443755)
2079,33692000,33692000,SAN BRUNO AV,RAMP,ALEMANY,BLVD,INDUSTRIAL S,RAMP, , ,1587,0,0,0,2,971150,471,0,0,POINT (-122.40816909845316 37.7358591126754)
4655,25053000,25053000,PACIFIC,AVE,STOCKTON,ST, , , , ,8551,0,0,1,6,11421740,7414,3,0.52999997,POINT (-122.40843088603428 37.79670390319022)
2751,22972000,22972000,CASTENADA,AVE,SAN MARCOS,AVE, , , , ,1086,0,0,0,4,30623,798,0,0,POINT (-122.46417699358929 37.74640396867572)
1173,33389000,33389000,CIRCULAR,AVE,FLOOD,AVE, , , , ,2607,1,0,0,22,594331,1217,0,0,POINT (-122.44066499083377 37.72991933041069)
6875,27401000,27401000,26TH,AVE,MORAGA,ST, , , , ,333,0,0,1,4,263904,1230,0,0,POINT (-122.48410414560374 37.755777170540135)
5646,27362000,27362000,LINCOLN,WAY,17TH,AVE, , , , ,1393,0,0,1,6,408655,1540,0,0,POINT (-122.47511856169244 37.76554442424539)
8025,54138000,54138000,DOVE,LOOP,MERCHANT,RD, , , , ,285,0,0,0,0,83337,120,0,0,POINT (-122.476588796164 37.8044262397017)
4904,27265000,27265000,MARTIN LUTHE,DR,HAGIWARA TEA,DR, , , , ,1074,0,0,1,4,371758,1605,0,0,POINT (-122.46975824038566 37.76920905625453)
4714,23967000,23967000,22ND,ST,POTRERO,AVE, , , , ,3179,0,1,1,4,3972945,1696,0,0,POINT (-122.40669900111781 37.75683373500029)
5744,26279000,26279000,ALMA,ST,SHRADER,ST, , , , ,1806,1,0,0,12,359185,1995,0,0,POINT (-122.45087416060802 37.76301589494374)
4163,33627000,33627000,ILLINOIS,ST,HUMBOLDT,ST, , , , ,499,0,0,0,2,349705,1542,0,0,POINT (-122.38719454854767 37.75677768806608)
6930,33334000,33334000,HOLYOKE,ST,DWIGHT,ST, , , , ,237,0,0,0,28,8700,1113,0,0,POINT (-122.40705800886278 37.72277418278438)
2967,27088000,27088000,09TH,AVE,SOTELO,AVE, , , , ,1117,0,1,0,6,191056,1574,0,0,POINT (-122.46504258504359 37.749645274333204)
1289,22787000,22787000,OCEAN,AVE,PALOMA,AVE, , , , ,1351,0,0,1,4,215908,652,0,0,POINT (-122.46820760873244 37.72922128243131)
3325,27318000,27318000,ORTEGA,ST,18TH,AVE, , , , ,581,0,0,0,4,239679,1221,1,8.34000015,POINT (-122.4752764222271 37.75242394749584)
5659,24222000,24222000,15TH,ST,TREAT,AVE, , , , ,12406,0,0,1,2,360634,331,0,0,POINT (-122.41282995473833 37.766750934516374)
399,21515000,21515000,DEL MONTE,ST,OTTAWA,AVE, , , , ,409,0,0,0,13,310262,1610,0,0,POINT (-122.4449358275793 37.714577123017634)
6768,32952000,32952000,TWIN PEAKS,BLVD,MOUNTAIN SPR,AVE,RACCOON,DR, , ,112,0,0,1,10,78128,797,0,0,POINT (-122.44818236538907 37.757849985239304)
1038,33273000,33273000,WOOLSEY,ST,SAN BRUNO,AVE, , , , ,407,0,0,0,4,366690,947,0,0,POINT (-122.40260041091399 37.72523511166654)
2371,33104000,33104000,CARGO,WAY,JENNINGS,ST, , , , ,1255,0,0,0,44,385474,138,0,0,POINT (-122.37684733562104 37.74019196786612)
1469,21706000,21706000,CAYUGA,AVE,ROUSSEAU,ST, , , , ,525,0,0,0,13,313329,1154,0,0,POINT (-122.42976635173684 37.73145973007112)
559,21409000,21409000,VIENNA,ST,ITALY,AVE, , , , ,578,0,0,0,8,384111,1268,0,0,POINT (-122.43393069280995 37.71580621506587)
1074,21768000,21768000,MISSION,ST,EXCELSIOR,AVE, , , , ,1178,0,1,0,10,3405325,1395,4,2.3499999,POINT (-122.43362359121338 37.726236244212984)
5843,24662000,24662000,GRANT,AVE,SUTTER,ST, , , , ,12864,0,1,1,4,12271616,2544,4,0.64999998,POINT (-122.40539867325805 37.78963159691735)
2405,23499000,23499000,ULLOA,ST,46TH,AVE, , , , ,2130,0,0,0,3,294564,1372,0,0,POINT (-122.50448973503622 37.73990658100476)
5631,26282000,26282000,CARL,ST,COLE,ST, , , , ,2026,1,0,0,5,2710890,2948,0,0,POINT (-122.44995813196813 37.765800029216486)
1190,28261000,28261000,MORNINGSIDE,DR,GELLERT,DR, , , , ,614,0,0,0,2,325120,357,0,0,POINT (-122.49126261758802 37.72922939608211)
4101,33565000,33565000,DE FOREST,WAY,FLINT,ST, , , , ,512,0,0,0,21,9171,725,0,0,POINT (-122.4369648156017 37.76475883378014)
7558,26433000,26433000,WALLER,ST,STANYAN,ST, , , , ,6459,0,0,0,11,1547412,1910,1,1.28999996,POINT (-122.4533522888434 37.76824602469935)
3643,27934000,27934000,45TH,AVE,KIRKHAM,ST, , , , ,575,0,0,0,12,283219,1633,0,0,POINT (-122.5047254520144 37.75860640014916)
675,23110000,23110000,HIGUERA,AVE,LAKE MERCED,BLVD, , , , ,1027,1,1,0,8,1878133,1206,0,0,POINT (-122.48507595017054 37.71832759098394)
2918,20830000,20830000,YORK,ST,HOLLADAY,AVE, , , , ,277,0,0,0,7,18000,792,0,0,POINT (-122.40521395921229 37.746474146805696)
2443,23468000,23468000,41ST,AVE,SANTIAGO,ST, , , , ,1597,0,0,0,7,331286,1507,0,0,POINT (-122.49939324151941 37.74387941084559)
5460,26960000,26960000,LYON,ST,GREENWICH,ST, , , , ,433,0,0,1,39,216711,1042,0,0,POINT (-122.44715829552895 37.797515004962584)
6971,20119000,20119000,HAWES,ST,SHAFTER,AVE, , , , ,874,0,0,0,14,380622,544,0,0,POINT (-122.3832482619921 37.726798297779716)
7886,25903000,25903000,PAGE,ST,BUCHANAN,ST, , , , ,1507,0,0,0,9,350011,4138,1,5.71000004,POINT (-122.42735743595621 37.77345546270008)
2411,22875000,22875000,ULLOA,ST,CLAREMONT,BLVD, , , , ,451,0,0,0,6,664613,810,1,3.00999999,POINT (-122.46503613015446 37.740650897499805)
7039,25273000,25273000,PACIFIC,AVE,BURGOYNE,ST, , , , ,2351,0,0,0,37,493484,6495,0,0,POINT (-122.41700510758407 37.79562571437332)
2796,22343000,22343000,DAWNVIEW,WAY,BURNETT,AVE, , , , ,502,0,0,0,16,161776,1696,0,0,POINT (-122.44498673715778 37.748007526005125)
4600,21511000,21511000,FOOTE,AVE,ELLINGTON,AVE, , , , ,542,0,0,0,20,308126,1578,0,0,POINT (-122.44545829527718 37.71319592392497)
1666,21675000,21675000,BENTON,AVE,GENEBERN,WAY, , , , ,615,0,0,0,8,242075,1320,0,0,POINT (-122.42515395247803 37.73283977411182)
7991,23516000,23516000,47TH,AVE,QUINTARA,ST, , , , ,1788,0,0,0,18,367369,1063,0,0,POINT (-122.50608684554632 37.74731978856601)
2092,20177000,20177000,MIDDLE POINT,RD,EVANS,AVE,JENNINGS,ST, , ,475,0,0,0,5,174637,459,0,0,POINT (-122.3791096473407 37.73768029384477)
3194,25667000,25667000,22ND,ST,SANCHEZ,ST, , , , ,1682,0,0,0,11,86521,2323,0,0,POINT (-122.4299616762752 37.75476123096618)
6082,51791000,51791000,MILES,CT,PERSHING,DR,JOHNSTONE,DR, , ,596,0,0,0,5,114467,340,0,0,POINT (-122.47729608744994 37.791981500320155)
8113,25668000,25668000,SANCHEZ,ST,HILL,ST, , , , ,1207,0,0,1,16,58653,2271,0,0,POINT (-122.43003800644799 37.755556146266905)
6893,26589000,26589000,OFARRELL,ST,FILLMORE,ST, , , , ,2494,0,0,0,8,1484612,3439,3,4.03999996,POINT (-122.43270618022082 37.78329259168346)
1518,22681000,22681000,SAINT ELMO,WAY,EL VERANO,WAY, , , , ,481,0,0,0,14,137356,800,0,0,POINT (-122.45970121160701 37.7318858107686)
7255,21442000,21442000,GENEVA,AVE,LISBON,ST, , , , ,876,0,0,0,5,402080,1463,0,0,POINT (-122.43862415623721 37.71530733290758)
5629,25727000,25727000,CHURCH,ST,15TH,ST, , , , ,5146,0,1,0,9,5169914,3432,0,0,POINT (-122.42881914782494 37.76613001391161)
2224,23232000,23232000,ULLOA,ST,23RD,AVE, , , , ,402,0,0,0,4,240525,1201,0,0,POINT (-122.47984773755577 37.740995288840324)
6262,26912000,26912000,EUCLID,AVE,COLLINS,ST, , , , ,201,1,0,0,11,606747,2005,0,0,POINT (-122.45013568742701 37.7844809022341)
7945,51719000,51719000,SHAFTER,AVE,SELBY,ST, , , , ,396,0,0,0,22,2091,364,0,0,POINT (-122.4019448636985 37.73740504902397)
4200,50381000,50381000,UNNAMED 051,0,06TH,ST,UNNAMED PRIV,0, , ,1080,1,0,0,8,1006177,2485,0,0,POINT (-122.39471118858857 37.76979710000815)
1029,21742000,21742000,MISSION,ST,NORTON,ST, , , , ,567,0,1,0,25,3548276,1614,0,0,POINT (-122.43487037915175 37.724587705566336)
7811,25187000,25187000,FRANKLIN,ST,LARCH,ST, , , , ,6160,0,1,1,4,1619159,4449,0,0,POINT (-122.42236949437796 37.782219237948325)
3512,26978000,26978000,SCOTT,ST,ALHAMBRA,ST,FRANCISCO,ST, , ,563,0,0,0,11,623412,3138,0,0,POINT (-122.44136827423692 37.80112569975619)
1898,20690000,20690000,QUINT,ST,DRUMMOND,ALY, , , , ,293,0,0,0,15,249683,881,0,0,POINT (-122.39623174555764 37.737468234725455)
1170,20973000,20973000,SWEENY,ST,PRINCETON,ST, , , , ,1360,0,0,0,21,147156,1186,0,0,POINT (-122.41623998290942 37.7302863849919)
2648,22444000,22444000,WOODSIDE,AVE,ULLOA,ST, , , , ,335,0,0,0,18,135260,664,0,0,POINT (-122.45391642976546 37.74569992179378)
2192,23374000,23374000,ULLOA,ST,35TH,AVE, , , , ,337,0,0,0,4,239064,1215,0,0,POINT (-122.4927060795986 37.74042723779465)
1619,22790000,22790000,OCEAN,AVE,SAN LEANDRO,WAY, , , , ,888,0,1,1,7,3206773,560,1,0.62,POINT (-122.46934191385628 37.72997687508636)
3426,27258000,27258000,08TH,AVE,FULTON,ST, , , , ,1320,0,0,0,5,1182847,1028,0,0,POINT (-122.46588316320191 37.77339820537596)
5725,23972000,23972000,YORK,ST,21ST,ST, , , , ,2845,0,0,1,3,438620,1850,0,0,POINT (-122.40865127297887 37.75765111703739)
4682,26896000,26896000,FILBERT,ST,LYON,ST, , , , ,1732,0,0,1,1,214364,1044,0,0,POINT (-122.44701473810379 37.79657850983344)
5072,23937000,23937000,FOLSOM,ST,05TH,ST, , , , ,4408,0,1,1,4,7162971,2242,2,0.56,POINT (-122.40338720917043 37.780264972259076)
8062,26308000,26308000,WILLARD,ST,PARNASSUS,AVE, , , , ,3781,1,0,0,7,293239,1754,0,0,POINT (-122.45421726531907 37.76431094563692)
4589,52426000,52426000,HWY 101 NORT,0,HWY 101 N ON,RAMP, , , , ,3849,0,0,0,3,130894,21,0,0,POINT (-122.47519360819024 37.80703746482729)
5865,24530000,24530000,ELIM,ALY,01ST,ST, , , , ,80305,0,0,1,3,7847069,52,0,0,POINT (-122.39793857233497 37.79005266780934)
2999,23633000,23633000,CESAR CHAVEZ,ST,CONNECTICUT,ST, , , , ,1212,0,1,0,18,968403,356,0,0,POINT (-122.39627354381474 37.74974560031293)
7833,26871000,26871000,GREEN,ST,DIVISADERO,ST, , , , ,967,0,0,0,2,140424,1849,0,0,POINT (-122.44190224209564 37.79532061436281)
3845,51274000,51274000,LINCOLN,BLVD,WEST HALLECK,ST, , , , ,3678,0,0,0,5,288970,2,0,0,POINT (-122.45528347934912 37.80117763115654)
531,20442000,20442000,REDONDO,ST,INGERSON,AVE, , , , ,753,0,0,0,11,112087,678,0,0,POINT (-122.39204998294012 37.7185849302305)
5507,24650000,24650000,KEARNY,ST,VER MEHR,PL, , , , ,13452,0,0,1,9,637094,1126,0,0,POINT (-122.40374684695874 37.789363278086334)
5776,24050000,24050000,ALABAMA,ST,17TH,ST, , , , ,3754,0,0,1,2,294298,292,0,0,POINT (-122.41229339594955 37.76419337625971)
7976,21134000,21134000,FLORIDA,ST,PRECITA,AVE, , , , ,543,0,0,0,15,125237,1789,1,15.97000027,POINT (-122.40957172756497 37.74755321307832)
7194,26169000,26169000,VULCAN,STWY,LEVANT,ST, , , , ,952,0,0,0,12,28076,2371,0,0,POINT (-122.44198294474752 37.76348277210613)
2620,22008000,22008000,DAY,ST,CASTRO,ST, , , , ,379,0,0,0,19,57260,1661,0,0,POINT (-122.43331511182764 37.742494717721776)
5461,24768000,24768000,MONTGOMERY,ST,BROADWAY,0, , , , ,6883,0,1,1,5,4397444,4017,2,0.91000003,POINT (-122.4038630175601 37.79822297130008)
4517,33061000,33061000,25TH,ST,DELAWARE,ST, , , , ,1742,0,0,0,30,51355,1,0,0,POINT (-122.38198535848734 37.753170065262)
7864,25870000,25870000,LAGUNA,ST,ROSE,ST, , , , ,1705,0,0,1,8,314617,3842,0,0,POINT (-122.42560615690562 37.77320038984856)
7691,22250000,22250000,GREENWOOD,AVE,VALDEZ,AVE, , , , ,381,1,0,0,10,453306,764,0,0,POINT (-122.45478367388287 37.728809596415275)
8081,51555000,51555000,UNNAMED 161,0,SIBERT,LOOP,THOMAS,AVE, , ,523,0,0,0,19,99376,40,0,0,POINT (-122.46168714492985 37.79549747669222)
956,20449000,20449000,INGALLS,ST,DONNER,AVE, , , , ,580,0,0,0,14,342571,499,0,0,POINT (-122.39018307798585 37.72222494631073)
2665,22862000,22862000,WOODSIDE,AVE,VASQUEZ,AVE, , , , ,656,0,0,0,15,234679,606,0,0,POINT (-122.45716674033687 37.74669802060543)
1188,22789000,22789000,OCEAN,AVE,SANTA ANA,AVE, , , , ,755,0,0,0,7,923740,623,0,0,POINT (-122.46861098350935 37.729598561472145)
4066,27023000,27023000,HWY 101 S OF,RAMP,RICHARDSON,AVE,FRANCISCO,ST, , ,989,0,0,0,12,1335694,1425,0,0,POINT (-122.44713057361702 37.80038582407871)
775,20576000,20576000,SAN BRUNO,AVE,OLMSTEAD,ST, , , , ,2709,0,0,0,3,228391,962,0,0,POINT (-122.40161257954666 37.72283238510299)
796,20875000,20875000,DARTMOUTH,ST,WOOLSEY,ST, , , , ,536,0,0,0,19,112572,740,0,0,POINT (-122.41050010228098 37.7231728283651)
4168,27776000,27776000,MORAGA,ST,44TH,AVE, , , , ,471,0,0,0,9,323647,1362,0,0,POINT (-122.50339195119285 37.754926133535875)
587,33221000,33221000,GILMAN,AVE,ARELIOUS WAL,DR, , , , ,653,0,0,0,29,293224,297,0,0,POINT (-122.38626501309341 37.71717894835883)
2341,20757000,20757000,QUESADA,AVE,INDUSTRIAL,ST, , , , ,567,0,0,0,3,306620,242,0,0,POINT (-122.40195743465185 37.73930154395485)
1999,22381000,22381000,BELLA VISTA,WAY,CRESTA VISTA,DR, , , , ,435,0,0,0,6,118417,1025,0,0,POINT (-122.45157827634551 37.73605695636635)
7796,26509000,26509000,EDDY,ST,BUCHANAN,ST, , , , ,3576,0,1,0,2,746417,5225,1,2.68000007,POINT (-122.4290406017991 37.78184743989534)
3679,23929000,23929000,HARRISON,ST,07TH,ST, , , , ,4205,0,1,0,5,5036766,788,0,0,POINT (-122.40629596471294 37.775514153996156)
5320,27427000,27427000,26TH,AVE,JUDAH,ST, , , , ,801,0,0,0,7,349621,1687,0,0,POINT (-122.48449617194758 37.76137003623501)
2426,22036000,22036000,GOLD MINE,DR,DIAMOND HEIG,BLVD, , , , ,464,0,0,0,25,180239,1261,0,0,POINT (-122.4376829247992 37.7436085826627)
2532,33110000,33110000,GALVEZ,AVE,SELBY,ST, , , , ,482,0,0,0,26,383656,1,0,0,POINT (-122.39517203711014 37.74490995424465)
663,33344000,33344000,MANSELL,ST,DARTMOUTH,ST, , , , ,1138,0,0,0,9,175047,65,0,0,POINT (-122.40892105724316 37.71936732237184)
4916,25989000,25989000,STEINER,ST,HERMANN,ST, , , , ,501,0,0,0,23,546909,3523,0,0,POINT (-122.43171701173007 37.77003485888344)
720,20451000,20451000,BANCROFT,AVE,JENNINGS,ST, , , , ,426,0,0,0,8,361692,220,0,0,POINT (-122.39092432733433 37.72454387461555)
890,22622000,22622000,SAN RAMON,WAY,EASTWOOD,DR, , , , ,566,1,0,0,11,424184,895,0,0,POINT (-122.45732888235933 37.726187323266956)
4034,24058000,24058000,HORACE,ST,26TH,ST, , , , ,4252,0,0,1,4,445091,2463,0,0,POINT (-122.41433563759398 37.749269772944785)
6133,50277000,50277000,FORT MASON 1,0,FRANKLIN,ST,FORT MASON 1,0, , ,885,0,0,1,12,366548,2358,0,0,POINT (-122.42684071796278 37.80427658391027)
7647,23665000,23665000,MISSOURI,ST,20TH,ST, , , , ,1978,0,0,0,1,180795,1620,0,0,POINT (-122.39628388325225 37.76002569183898)
1735,23424000,23424000,YORBA,ST,39TH,AVE, , , , ,2090,0,0,0,2,320195,801,0,0,POINT (-122.49659625841413 37.734664809723085)
7209,27739000,27739000,33RD,AVE,IRVING,ST, , , , ,683,0,0,0,5,273191,1469,0,0,POINT (-122.49212741934174 37.7629005977304)
6405,54030000,54030000,BANNEKER,WAY,GROVE,ST, , , , ,1478,0,0,0,0,222980,204,0,0,POINT (-122.42871672704386 37.77709965370658)
5962,25895000,25895000,WALLER,ST,FILLMORE,ST, , , , ,920,0,0,0,23,451122,3494,1,4.42999983,POINT (-122.43026080520879 37.771173684014855)
6252,28018000,28018000,29TH,AVE,CALIFORNIA,ST, , , , ,7569,0,0,0,13,425444,2305,0,0,POINT (-122.48928978209179 37.78368861248731)
6050,25093000,25093000,SACRAMENTO,ST,TAYLOR,ST, , , , ,5053,0,0,1,23,581629,7450,3,10.31999969,POINT (-122.41264965751832 37.79255233683633)
929,33129000,33129000,EARL,ST,LA SALLE,AVE, , , , ,604,0,0,0,17,221082,338,0,0,POINT (-122.37376611433893 37.7280054640957)
2912,22856000,22856000,LAGUNA HONDA,BLVD,BALCETA,AVE, , , , ,1197,0,0,0,6,216664,687,1,9.22999954,POINT (-122.45739435664889 37.74549038751956)
6383,23680000,23680000,MISSOURI,ST,MARIPOSA,ST, , , , ,10186,0,0,0,3,178895,922,0,0,POINT (-122.39664451567634 37.76385061934641)
3811,25913000,25913000,LAGUNA,ST,FELL,ST, , , , ,1257,0,0,0,12,1244265,3551,0,0,POINT (-122.42607032446487 37.77552454619393)
4943,21977000,21977000,BURNSIDE,AVE,PARADISE,AVE, , , , ,395,0,0,1,5,40319,1276,0,0,POINT (-122.43825912871894 37.73485519390767)
2124,21878000,21878000,WHITNEY,ST,RANDALL,ST, , , , ,449,0,0,0,21,201452,1827,0,0,POINT (-122.42765222213278 37.73966840010676)
2238,23175000,23175000,23RD,AVE,WAWONA,ST, , , , ,327,0,0,0,12,235550,638,0,0,POINT (-122.4796016901167 37.737266045336135)
2147,20688000,20688000,QUINT,ST,NEWCOMB,AVE, , , , ,353,0,0,0,23,166973,701,0,0,POINT (-122.39538190566066 37.73840366828714)
8126,26124000,26124000,BURNETT,AVE,GARDENSIDE,DR, , , , ,1276,0,0,0,8,312474,2211,0,0,POINT (-122.44421890648516 37.75558385977941)
4836,27300000,27300000,ANZA,ST,FUNSTON,AVE, , , , ,1024,0,0,0,6,342216,2069,0,0,POINT (-122.47163856613263 37.7787522076782)
5989,24238000,24238000,11TH,ST,FOLSOM,ST, , , , ,3380,0,1,1,2,5074594,712,1,0.38999999,POINT (-122.41402670677847 37.77186370687035)
908,33123000,33123000,LA SALLE,AVE,KIRKWOOD,AVE, , , , ,281,0,0,0,11,162051,182,0,0,POINT (-122.37223376714294 37.727783956612775)
7573,25974000,25974000,WEBSTER,ST,EDDY,ST, , , , ,657,0,1,0,16,2631213,4217,0,0,POINT (-122.43060919894151 37.781645584247045)
1281,33718000,33718000,19TH,AVE,WINSTON,DR, , , , ,7417,0,0,0,66,252345,373,3,23.78000069,POINT (-122.47492813130889 37.72900485205444)
7896,27515000,27515000,FULTON,ST,24TH,AVE, , , , ,1074,0,0,0,3,359207,1955,0,0,POINT (-122.48311912185706 37.77261802476075)
1909,33251000,33251000,ELMIRA,ST,THOMAS,AVE, , , , ,470,0,0,1,8,30913,1203,0,0,POINT (-122.40387635198202 37.7375546588564)
299,20366000,20366000,MELRA,CT,SUNNYDALE,AVE,DELTA,ST, , ,964,0,0,0,5,332979,1002,1,6.01000023,POINT (-122.41044102543813 37.71034975565842)
6710,54188000,54188000,ROSA PARKS,LN,VALENCIA,ST, , , , ,4181,0,0,0,0,1514279,292,0,0,POINT (-122.42213443506363 37.76747292119847)
5833,26644000,26644000,PERINE,PL,PIERCE,ST, , , , ,3623,0,1,0,3,320870,2759,0,0,POINT (-122.43722542650728 37.78896236369013)
2939,23538000,23538000,CESAR CHAVEZ,ST,TENNESSEE,ST, , , , ,2753,0,0,0,11,310959,10,0,0,POINT (-122.38850772910534 37.7502059754114)
1138,52208000,52208000,UNNAMED 095,0,UNNAMED 099,0,UNNAMED 098,0, , ,711,0,0,0,10,369510,70,0,0,POINT (-122.36282492551382 37.72923395763438)
2732,23510000,23510000,47TH,AVE,RIVERA,ST, , , , ,1091,0,0,0,7,367162,1056,0,0,POINT (-122.50595816662268 37.745456658523544)
1651,21818000,21818000,GENEBERN,WAY,COLLEGE,AVE,JUSTIN,DR, , ,531,0,0,0,17,251008,1512,0,0,POINT (-122.4238523241251 37.73456337281736)
413,23017000,23017000,CASTELO,AVE,UNNAMED 088,0,CAMBON,DR, , ,1242,1,0,0,7,572831,1527,0,0,POINT (-122.47438270445903 37.71750748610152)
3664,27781000,27781000,38TH,AVE,KIRKHAM,ST, , , , ,511,0,0,0,10,282710,1653,0,0,POINT (-122.49722190985331 37.758934411887154)
7917,24499000,24499000,LANSING,ST,01ST,ST, , , , ,59048,0,0,0,26,1055066,1591,0,0,POINT (-122.3934447335113 37.78647233787928)
2004,20224000,20224000,03RD,ST,LA SALLE,AVE, , , , ,307,0,1,0,27,692798,1148,0,0,POINT (-122.38986446206192 37.73716953162094)
6920,25004000,25004000,PINE,ST,MASON,ST, , , , ,6982,0,1,0,6,3309077,5921,0,0,POINT (-122.41062287152326 37.79088069708925)
968,22075000,22075000,OTSEGO,AVE,ONEIDA,AVE, , , , ,455,0,0,1,17,343441,1040,0,0,POINT (-122.44213365331117 37.72158647652638)
752,22706000,22706000,HOLLOWAY,AVE,VICTORIA,ST, , , , ,583,0,0,0,7,230148,1043,0,0,POINT (-122.46556367334155 37.721672708922924)
3711,27567000,27567000,CHERRY,ST,SACRAMENTO,ST, , , , ,470,0,1,0,5,219653,2107,0,0,POINT (-122.45687451961503 37.786928219220535)
1730,23336000,23336000,CONSTANSO,WAY,ESCONDIDO,AVE, , , , ,392,0,0,0,5,316548,700,0,0,POINT (-122.48857550973669 37.73476367707557)
6697,24736000,24736000,BUSH,ST,MARK,LN, , , , ,29339,0,0,1,5,4753782,2821,0,0,POINT (-122.40476728978949 37.79066708184591)
5779,24020000,24020000,17TH,ST,POTRERO,AVE, , , , ,3612,0,1,0,2,1061039,531,1,1.88,POINT (-122.40741973890398 37.76448782992417)
5539,24167000,24167000,SAN CARLOS,ST,SYCAMORE,ST, , , , ,10457,0,0,0,3,2220885,3528,0,0,POINT (-122.42021440046653 37.7626663152915)
1513,22765000,22765000,SAN ALESO,AVE,DARIEN,WAY, , , , ,794,0,0,0,9,198378,738,0,0,POINT (-122.46504437766187 37.73175619042851)
1254,21813000,21813000,CAPISTRANO,AVE,SAN GABRIEL,AVE, , , , ,715,0,0,0,15,263219,1250,0,0,POINT (-122.43770345322459 37.72927049567506)
619,23052000,23052000,FUENTE,AVE,SERRANO,DR, , , , ,1001,1,0,0,9,637816,1569,0,0,POINT (-122.4780268209465 37.72011375187441)
1767,23132000,23132000,OCEAN,AVE,SYLVAN,DR, , , , ,1000,0,0,0,6,323184,764,0,0,POINT (-122.48539506191952 37.732276922252666)
5695,24079000,24079000,FOLSOM,ST,21ST,ST, , , , ,4802,0,1,0,2,1586291,2435,2,2.51999998,POINT (-122.41454146778284 37.75729764443168)
7571,33553000,33553000,SONORA,LN,TERRA VISTA,AVE, , , , ,186,1,0,0,6,107335,792,0,0,POINT (-122.44366589318713 37.7814015663747)
2416,23276000,23276000,TARAVAL,ST,27TH,AVE, , , , ,511,0,0,0,3,895288,1446,0,0,POINT (-122.48426360822299 37.7426731122424)
3134,23961000,23961000,FLORIDA,ST,23RD,ST, , , , ,2107,0,0,1,3,446541,2514,0,0,POINT (-122.4102199259532 37.75434061511802)
4640,27062000,27062000,CARL,ST,ARGUELLO,BLVD, , , , ,163,1,0,0,3,1515612,1689,0,0,POINT (-122.45771818849146 37.76481006829573)
4697,25313000,25313000,WHITE,ST,VALLEJO,ST, , , , ,4172,0,0,1,1,426664,5207,0,0,POINT (-122.41949698886454 37.7972294531379)
6753,24579000,24579000,HARRISON,ST,LAPU-LAPU,ST, , , , ,74797,0,0,1,1,2269677,2099,0,0,POINT (-122.39834110676493 37.78179876768878)
4006,23083000,23083000,20TH,AVE,OCEAN,AVE, , , , ,796,0,0,1,9,305855,450,0,0,POINT (-122.47603997929325 37.73269137178559)
4295,21252000,21252000,ELSIE,ST,CORTLAND,AVE, , , , ,336,0,0,0,6,253263,2030,0,0,POINT (-122.41972009017384 37.73975896639397)
6555,27779000,27779000,44TH,AVE,LAWTON,ST, , , , ,293,0,0,0,8,276036,1510,0,0,POINT (-122.50352357587019 37.75678746824429)
426,22048000,22048000,BERTITA,ST,SENECA,AVE, , , , ,522,0,0,0,13,395931,1331,0,0,POINT (-122.44088790130296 37.71829023279007)
